country,id,latitude,longitude,name,population,geometry
IDN,1236.0,-6.17442,106.82944,Jakarta,9125000.0,POINT (106.82944 -6.17442)
COL,1237.0,4.59642,-74.08334,Bogota,7772000.0,POINT (-74.08334 4.59642)
EGY,1238.0,30.04996,31.24997,Cairo,11893000.0,POINT (31.24997 30.04996)
CHN,1239.0,31.21645,121.4365,Shanghai,14987000.0,POINT (121.4365 31.21645)
JPN,1240.0,35.68502,139.75141,Tokyo,35676000.0,POINT (139.75141 35.68502)
IND,1241.0,19.01699,72.85699,Mumbai,18978000.0,POINT (72.85699 19.01699)
FRA,1242.0,48.86669,2.33334,Paris,9904000.0,POINT (2.33334 48.86669)
CHL,1243.0,-33.45001,-70.66704,Santiago,5720000.0,POINT (-70.66704 -33.45001)
IND,1244.0,22.49497,88.32468,Kolkata,14787000.0,POINT (88.32468 22.49497)
BRA,1245.0,-22.92502,-43.22502,Rio de Janeiro,11748000.0,POINT (-43.22502 -22.92502)
BRA,1246.0,-23.55868,-46.62502,Sao Paulo,18845000.0,POINT (-46.62502 -23.55868)
AUS,1247.0,-33.92001,151.18518,Sydney,4630000.0,POINT (151.18518 -33.92001)
SGP,1248.0,1.29303,103.85582,Singapore,5183700.0,POINT (103.85582 1.29303)
CHN,1249.0,22.30498,114.18501,Hong Kong,7206000.0,POINT (114.18501 22.30498)
